1.0000000000000000E+000, 1.1133291957009375E-011
2.0000000000000000E+000, 1.4715118227837346E-011
3.0000000000000000E+000, 1.5056528341947127E-011
4.0000000000000000E+000, 1.4344136348444279E-011
5.0000000000000000E+000, 1.3402659742525492E-011
6.0000000000000000E+000, 1.2502907068326820E-011
7.0000000000000000E+000, 1.1707317872761616E-011
8.0000000000000000E+000, 1.1012080778289131E-011
9.0000000000000000E+000, 1.0402467037137678E-011
1.0000000000000000E+001, 9.8646247922091117E-012
1.1000000000000000E+001, 9.3873197286691687E-012
1.2000000000000000E+001, 8.9619058405194590E-012
1.3000000000000000E+001, 8.5797936777548804E-012
1.4000000000000000E+001, 8.2356243739699845E-012
1.5000000000000000E+001, 7.9252770048576386E-012
1.6000000000000000E+001, 7.6444568417766806E-012
1.7000000000000000E+001, 7.3894831316770111E-012
1.8000000000000000E+001, 7.1571543886668660E-012
1.9000000000000000E+001, 6.9445093127948469E-012
2.0000000000000000E+001, 6.7490423858381395E-012
2.1000000000000000E+001, 6.5683183883430726E-012
2.2000000000000000E+001, 6.4006479488787593E-012
2.4000000000000000E+001, 6.0992442077518239E-012
2.6000000000000000E+001, 5.8358573267749493E-012
2.8000000000000000E+001, 5.6029696401585747E-012
3.0000000000000000E+001, 5.3943781214463125E-012
3.2000000000000000E+001, 5.2064842360377715E-012
3.4000000000000000E+001, 5.0355453103234693E-012
3.6000000000000000E+001, 4.8789413478540380E-012
3.8000000000000000E+001, 4.7339797836918809E-012
4.0000000000000000E+001, 4.6010883341334743E-012
4.5000000000000000E+001, 4.3144743717522623E-012
5.0000000000000000E+001, 4.0769044616226068E-012
5.5000000000000000E+001, 3.8737473026447349E-012
6.0000000000000000E+001, 3.6997377995488874E-012
7.0000000000000000E+001, 3.4164959157402251E-012
8.0000000000000000E+001, 3.1898227231849232E-012
9.0000000000000000E+001, 2.9997972596730511E-012
1.0000000000000000E+002, 2.8349248996071266E-012
1.1000000000000000E+002, 2.6957020815428645E-012
1.2000000000000000E+002, 2.5746307653555478E-012
1.3000000000000000E+002, 2.4668247500087303E-012
1.4000000000000000E+002, 2.3733210777169196E-012
1.5000000000000000E+002, 2.2917174867122934E-012
1.6000000000000000E+002, 2.2164415955397265E-012
1.7000000000000000E+002, 2.1486284851570952E-012
1.8000000000000000E+002, 2.0885351289710820E-012
1.9000000000000000E+002, 2.0321253275055909E-012
2.0000000000000000E+002, 1.9800923983600814E-012
2.1000000000000000E+002, 1.9308922296228351E-012
2.2000000000000000E+002, 1.8851502234580958E-012
2.4000000000000000E+002, 1.8006275049440187E-012
2.6000000000000000E+002, 1.7269738463049350E-012
2.8000000000000000E+002, 1.6598134137349444E-012
3.0000000000000000E+002, 1.5998633313204894E-012
3.2000000000000000E+002, 1.5428987426855019E-012
3.4000000000000000E+002, 1.4889708197743999E-012
3.6000000000000000E+002, 1.4383656696437846E-012
3.8000000000000000E+002, 1.3941531311557610E-012
4.0000000000000000E+002, 1.3548554803371110E-012
4.5000000000000000E+002, 1.2685428798432095E-012
5.0000000000000000E+002, 1.1940982964105555E-012
5.5000000000000000E+002, 1.1263001560558184E-012
6.0000000000000000E+002, 1.0718060025042410E-012
7.0000000000000000E+002, 9.9537116497253584E-013
8.0000000000000000E+002, 9.3248515905022935E-013
9.0000000000000000E+002, 8.8069473897781003E-013
1.0000000000000000E+003, 8.4076725576857219E-013
1.1000000000000000E+003, 8.1140362861451243E-013
1.2000000000000000E+003, 7.8356098691264240E-013
1.3000000000000000E+003, 7.5704078849162822E-013
1.4000000000000000E+003, 7.3094586192398832E-013
1.5000000000000000E+003, 7.0910000699157952E-013
1.6000000000000000E+003, 6.8900150730622528E-013
1.7000000000000000E+003, 6.7076955323061520E-013
1.8000000000000000E+003, 6.5485293878308614E-013
1.9000000000000000E+003, 6.4015158843261530E-013
2.0000000000000000E+003, 6.2550553635903145E-013
2.1000000000000000E+003, 6.1116920539509698E-013
2.2000000000000000E+003, 5.9631006029482266E-013
2.4000000000000000E+003, 5.7002953012212336E-013
2.6000000000000000E+003, 5.4985072495792965E-013
2.8000000000000000E+003, 5.3060215581304347E-013
3.0000000000000000E+003, 5.1147445360761625E-013
3.2000000000000000E+003, 4.9307225240429054E-013
3.4000000000000000E+003, 4.7751561084915324E-013
3.6000000000000000E+003, 4.6181216656224094E-013
3.8000000000000000E+003, 4.4656055621716096E-013
4.0000000000000000E+003, 4.3156182478143178E-013
4.5000000000000000E+003, 3.9743589246260503E-013
5.0000000000000000E+003, 3.7054759531467473E-013
5.5000000000000000E+003, 3.4811672634335935E-013
6.0000000000000000E+003, 3.3294037128614530E-013
7.0000000000000000E+003, 3.1755313463532838E-013
8.0000000000000000E+003, 3.0269020363803748E-013
9.0000000000000000E+003, 2.8943039825111611E-013
1.0000000000000000E+004, 2.7499498719776002E-013
1.1000000000000000E+004, 2.5783492876741413E-013
1.2000000000000000E+004, 2.4290455385389209E-013
1.3000000000000000E+004, 2.2851447294855978E-013
1.4000000000000000E+004, 2.1424580787776343E-013
1.5000000000000000E+004, 2.0408424807799935E-013
1.6000000000000000E+004, 1.9895359902323395E-013
1.7000000000000000E+004, 1.9485204553988020E-013
1.8000000000000000E+004, 1.9064078503730500E-013
1.9000000000000000E+004, 1.8755870037074659E-013
2.0000000000000000E+004, 1.8718278330536922E-013
2.1000000000000000E+004, 1.8810330738720158E-013
2.2000000000000000E+004, 1.8940737574466866E-013
2.4000000000000000E+004, 1.9011270723772399E-013
2.6000000000000000E+004, 1.8819988082284472E-013
2.8000000000000000E+004, 1.8664233650177138E-013
