1.0000000000000000E+000, 8.2943624671290598E-012
2.0000000000000000E+000, 1.0809091011912405E-011
3.0000000000000000E+000, 1.0847915609473330E-011
4.0000000000000000E+000, 1.0159973753549634E-011
5.0000000000000000E+000, 9.3749231396896097E-012
6.0000000000000000E+000, 8.6727422057985188E-012
7.0000000000000000E+000, 8.0807590725846527E-012
8.0000000000000000E+000, 7.5806188510122217E-012
9.0000000000000000E+000, 7.1511642434654856E-012
1.0000000000000000E+001, 6.7772963490974463E-012
1.1000000000000000E+001, 6.4479490867971542E-012
1.2000000000000000E+001, 6.1543109528808172E-012
1.3000000000000000E+001, 5.8906020693816111E-012
1.4000000000000000E+001, 5.6527962130245417E-012
1.5000000000000000E+001, 5.4377362901221852E-012
1.6000000000000000E+001, 5.2421125448963336E-012
1.7000000000000000E+001, 5.0634942336622853E-012
1.8000000000000000E+001, 4.9003354951292450E-012
1.9000000000000000E+001, 4.7504684965359150E-012
2.0000000000000000E+001, 4.6126245638154959E-012
2.1000000000000000E+001, 4.4860703320429658E-012
2.2000000000000000E+001, 4.3698817983884419E-012
2.4000000000000000E+001, 4.1634680245651327E-012
2.6000000000000000E+001, 3.9851239003945822E-012
2.8000000000000000E+001, 3.8276761296903280E-012
3.0000000000000000E+001, 3.6869681072913436E-012
3.2000000000000000E+001, 3.5617925920226304E-012
3.4000000000000000E+001, 3.4487044471121511E-012
3.6000000000000000E+001, 3.3453866310865111E-012
3.8000000000000000E+001, 3.2502982406820105E-012
4.0000000000000000E+001, 3.1638085718978752E-012
4.5000000000000000E+001, 2.9713001709865623E-012
5.0000000000000000E+001, 2.8059331764909480E-012
5.5000000000000000E+001, 2.6649308321669244E-012
6.0000000000000000E+001, 2.5439334526622255E-012
7.0000000000000000E+001, 2.3425362461145591E-012
8.0000000000000000E+001, 2.1896222915516605E-012
9.0000000000000000E+001, 2.0664203190619444E-012
1.0000000000000000E+002, 1.9618923327571758E-012
1.1000000000000000E+002, 1.8696399194065450E-012
1.2000000000000000E+002, 1.7884944067864106E-012
1.3000000000000000E+002, 1.7152932260258567E-012
1.4000000000000000E+002, 1.6518985488887530E-012
1.5000000000000000E+002, 1.5953963867235191E-012
1.6000000000000000E+002, 1.5419511675084378E-012
1.7000000000000000E+002, 1.4930753241722576E-012
1.8000000000000000E+002, 1.4482379408178280E-012
1.9000000000000000E+002, 1.4078666686823150E-012
2.0000000000000000E+002, 1.3704008644137482E-012
2.1000000000000000E+002, 1.3354340681022552E-012
